episode,step,return,length
2363,814960,261.56,261
2364,815229,261.75,269
2365,815482,276.52,253
2366,815738,246.32,256
2367,815956,32.63,218
2368,816208,253.92,252
2369,816455,262.88,247
2370,816697,266.82,242
2371,816944,268.28,247
2372,817229,293.33,285
2373,818229,92.49,1000
2374,818468,257.6,239
2375,818785,251.9,317
2376,819101,264.33,316
2377,819417,292.27,316
2378,819671,302.96,254
2379,819955,263.34,284
2380,820955,114.0,1000
2381,821208,259.4,253
2382,821477,281.59,269
2383,821733,274.32,256
2384,822733,107.93,1000
2385,822979,268.06,246
2386,823979,156.37,1000
2387,824249,261.98,270
2388,824530,292.16,281
2389,825530,163.7,1000
2390,825871,293.36,341
2391,826122,281.05,251
2392,826356,276.33,234
2393,826598,243.94,242
2394,826893,255.18,295
2395,827171,265.28,278
2396,827402,255.68,231
2397,827672,301.46,270
2398,827923,253.41,251
2399,828175,307.61,252
2400,829175,167.57,1000
2401,829446,244.65,271
2402,829718,258.31,272
2403,829958,245.64,240
2404,830199,293.14,241
2405,830438,246.0,239
2406,830731,267.86,293
2407,831007,302.55,276
2408,831255,269.1,248
2409,831560,295.27,305
2410,831824,297.01,264
2411,832065,290.62,241
2412,832330,256.13,265
2413,832615,297.91,285
2414,832905,269.64,290
2415,833170,240.09,265
2416,833471,280.93,301
2417,833742,262.41,271
2418,834019,293.01,277
2419,834263,284.97,244
2420,834539,275.37,276
2421,834795,267.26,256
2422,835073,304.59,278
2423,835333,224.47,260
2424,835618,291.53,285
2425,835867,278.33,249
2426,836134,283.69,267
2427,836428,274.1,294
2428,836679,239.94,251
2429,836937,263.98,258
2430,837210,279.1,273
2431,837484,280.24,274
2432,837732,258.68,248
2433,838003,285.72,271
2434,838279,253.77,276
2435,838537,289.94,258
2436,838788,289.87,251
2437,839064,268.26,276
2438,839354,290.92,290
2439,839584,271.82,230
2440,839838,270.04,254
2441,840106,257.83,268
2442,840369,301.18,263
2443,840642,271.56,273
2444,840882,284.23,240
2445,841136,261.79,254
2446,841413,288.43,277
2447,841679,288.47,266
2448,841946,273.1,267
2449,842212,298.95,266
2450,842491,304.92,279
2451,842718,277.06,227
2452,842985,280.92,267
2453,843268,258.81,283
2454,843500,285.23,232
2455,843749,286.02,249
2456,844000,254.42,251
2457,844246,281.14,246
2458,844517,252.62,271
2459,844772,236.2,255
2460,845082,275.49,310
2461,846082,158.86,1000
2462,846349,256.45,267
2463,846578,266.34,229
2464,846836,255.66,258
2465,847115,259.73,279
2466,847386,300.08,271
2467,847659,300.32,273
2468,847911,240.08,252
2469,848171,247.47,260
2470,848427,297.3,256
2471,848697,293.56,270
2472,848939,252.74,242
2473,849230,296.96,291
2474,849492,258.29,262
2475,849734,286.44,242
2476,850016,293.13,282
2477,850260,252.16,244
2478,850534,277.28,274
2479,850806,288.11,272
2480,851073,300.12,267
2481,851312,262.53,239
2482,851565,301.86,253
2483,851792,231.14,227
2484,852020,303.42,228
2485,852262,269.51,242
2486,852535,291.3,273
2487,852823,284.79,288
2488,853086,278.78,263
2489,853310,260.46,224
2490,853560,307.98,250
2491,853836,278.92,276
2492,854088,245.03,252
2493,854336,287.28,248
2494,854580,294.0,244
2495,854844,299.3,264
2496,855844,173.4,1000
2497,856117,288.88,273
2498,856360,242.92,243
2499,856619,266.43,259
2500,856854,279.69,235
2501,857119,272.13,265
2502,857355,254.04,236
2503,857614,290.0,259
2504,857855,294.36,241
2505,858146,307.71,291
2506,858364,277.01,218
2507,858628,271.95,264
2508,858893,272.86,265
2509,859145,258.34,252
2510,859419,266.48,274
2511,859678,270.88,259
2512,859946,231.91,268
2513,860196,264.33,250
2514,860442,264.7,246
2515,860670,270.08,228
2516,860913,269.39,243
2517,861135,272.43,222
2518,861385,247.57,250
2519,861641,302.31,256
2520,861889,277.09,248
2521,862130,258.65,241
2522,862349,288.72,219
2523,862588,277.98,239
2524,862886,271.68,298
2525,863171,296.2,285
2526,863461,273.41,290
2527,863685,269.01,224
2528,863936,277.6,251
2529,864242,288.48,306
2530,864499,239.02,257
2531,864733,310.47,234
2532,864980,283.49,247
2533,865258,306.0,278
2534,865504,237.64,246
2535,865747,252.14,243
2536,866009,291.82,262
2537,866260,261.99,251
2538,866527,261.01,267
2539,866791,240.76,264
2540,867043,272.46,252
2541,867325,244.62,282
2542,867574,268.94,249
2543,867818,282.13,244
2544,868064,261.43,246
2545,868311,279.75,247
2546,868578,282.14,267
2547,869578,156.46,1000
2548,869836,284.79,258
2549,870836,155.06,1000
2550,871101,287.55,265
2551,871329,300.54,228
2552,871602,275.96,273
2553,871834,266.48,232
2554,872087,272.52,253
2555,872331,301.57,244
2556,872631,282.48,300
2557,872871,276.73,240
2558,873120,269.38,249
2559,873350,289.11,230
2560,873604,283.18,254
2561,873833,254.38,229
2562,874107,298.01,274
2563,874351,263.07,244
2564,874612,244.86,261
2565,875612,158.94,1000
2566,875863,295.25,251
2567,876863,57.42,1000
2568,877101,272.27,238
2569,877381,253.64,280
2570,877617,290.76,236
2571,877857,288.28,240
2572,878119,292.31,262
2573,878360,232.11,241
2574,878638,269.09,278
2575,878901,292.71,263
2576,879147,302.06,246
2577,879402,288.49,255
2578,879643,290.1,241
2579,879878,260.34,235
2580,880131,277.02,253
2581,880394,291.66,263
2582,880600,78.48,206
2583,880854,288.32,254
2584,881092,248.92,238
2585,881335,255.68,243
2586,881565,64.21,230
2587,881791,250.91,226
2588,882064,271.01,273
2589,882288,263.38,224
2590,882519,277.86,231
2591,882764,273.37,245
2592,883025,275.43,261
2593,883287,260.08,262
2594,883564,265.48,277
2595,883856,293.98,292
2596,884074,295.92,218
2597,884315,298.49,241
2598,884574,276.84,259
2599,884813,300.87,239
2600,885082,292.36,269
2601,886082,134.47,1000
2602,886314,268.9,232
2603,886553,291.21,239
2604,886803,244.5,250
2605,887069,277.95,266
2606,887312,298.15,243
2607,888312,157.09,1000
2608,888543,311.33,231
2609,888777,240.02,234
2610,889015,278.08,238
2611,889259,261.46,244
2612,889523,253.46,264
2613,889786,257.91,263
2614,890042,235.81,256
2615,890304,266.9,262
2616,890603,271.52,299
2617,890882,304.05,279
2618,891152,263.32,270
2619,891385,249.7,233
2620,891643,287.58,258
2621,891884,284.52,241
2622,892123,239.24,239
2623,892341,281.14,218
2624,892587,279.23,246
2625,892853,270.29,266
2626,893111,265.35,258
2627,893377,279.08,266
2628,893624,286.32,247
2629,893859,289.17,235
2630,894098,242.61,239
2631,894331,250.46,233
2632,894590,297.1,259
2633,894906,290.23,316
2634,895145,283.15,239
2635,895383,238.65,238
2636,895643,272.26,260
2637,895888,286.6,245
2638,896156,279.51,268
2639,896404,249.69,248
2640,896716,296.79,312
2641,897716,124.02,1000
2642,897995,271.99,279
2643,898245,281.89,250
2644,898525,298.32,280
2645,898810,284.98,285
2646,899101,279.36,291
2647,899331,260.37,230
2648,899585,261.53,254
2649,899869,282.51,284
2650,900108,282.0,239
2651,900387,228.42,279
2652,900642,261.07,255
2653,900887,256.9,245
2654,901161,275.38,274
2655,901419,262.9,258
2656,901685,295.48,266
2657,901935,254.15,250
2658,902183,288.68,248
2659,902465,271.32,282
2660,902728,229.66,263
2661,903027,274.25,299
2662,903264,235.29,237
2663,903523,289.4,259
2664,903799,266.62,276
2665,904080,304.96,281
2666,904349,285.61,269
2667,904605,273.78,256
2668,904862,255.53,257
2669,905135,264.68,273
2670,905396,305.71,261
2671,905677,293.97,281
2672,905936,285.0,259
2673,906151,23.71,215
2674,906428,276.22,277
2675,906669,238.43,241
2676,906906,291.88,237
2677,907145,261.54,239
2678,907389,248.33,244
2679,907679,293.96,290
2680,908008,301.35,329
2681,908240,246.77,232
2682,908534,310.44,294
2683,908824,281.86,290
2684,909068,274.92,244
2685,909335,289.75,267
2686,909591,300.94,256
2687,909802,274.92,211
2688,910042,250.19,240
2689,910283,266.33,241
2690,910510,263.25,227
2691,910780,266.76,270
2692,911037,294.8,257
2693,911287,299.14,250
2694,911551,252.23,264
2695,911836,254.51,285
2696,912100,284.37,264
2697,912347,273.24,247
2698,912621,292.23,274
2699,912866,243.61,245
2700,913125,259.08,259
2701,913386,276.45,261
2702,913646,260.99,260
2703,913870,274.22,224
2704,914147,298.99,277
2705,914417,290.3,270
2706,914647,264.87,230
2707,914905,259.95,258
2708,915166,306.0,261
2709,915406,291.0,240
2710,915645,271.17,239
2711,915892,277.46,247
2712,916133,281.53,241
2713,916373,257.32,240
2714,916638,286.22,265
2715,916896,262.11,258
2716,917151,276.38,255
2717,917413,297.54,262
2718,917682,293.45,269
2719,917976,300.68,294
2720,918212,305.23,236
2721,919212,174.75,1000
2722,919458,249.14,246
2723,919672,277.35,214
2724,919910,309.74,238
2725,920148,260.23,238
2726,920419,298.85,271
2727,920675,260.71,256
2728,920947,267.27,272
2729,921186,295.03,239
2730,921447,268.47,261
2731,921686,254.6,239
2732,921903,250.03,217
2733,922158,291.94,255
2734,922426,286.75,268
2735,922677,271.84,251
2736,922944,274.96,267
2737,923215,261.1,271
2738,923468,255.67,253
2739,923726,260.42,258
2740,923991,268.98,265
2741,924238,268.22,247
2742,924483,299.32,245
2743,924729,264.65,246
2744,924959,274.14,230
2745,925189,268.45,230
2746,925413,255.74,224
2747,925710,268.91,297
2748,925956,277.59,246
2749,926199,272.72,243
2750,926425,290.45,226
2751,926671,260.77,246
2752,926911,290.26,240
2753,927142,255.87,231
2754,927388,275.37,246
2755,927642,251.65,254
2756,927887,248.42,245
2757,928134,251.09,247
2758,929134,153.87,1000
2759,929389,278.2,255
2760,929645,283.41,256
2761,929915,278.06,270
2762,930286,278.45,371
2763,930533,303.76,247
2764,930806,310.08,273
2765,931806,188.05,1000
2766,932088,294.91,282
2767,932330,264.57,242
2768,932575,258.06,245
2769,932827,259.19,252
2770,933104,302.27,277
2771,933334,259.5,230
2772,933599,292.11,265
2773,933896,251.28,297
2774,934161,287.5,265
2775,934399,283.83,238
2776,934665,299.67,266
2777,934927,307.53,262
2778,935190,255.29,263
2779,935453,270.66,263
2780,935692,309.2,239
2781,935931,271.05,239
2782,936168,287.48,237
2783,936419,294.18,251
2784,936646,258.19,227
2785,936911,316.43,265
2786,937153,265.96,242
2787,937402,291.44,249
2788,937642,290.07,240
2789,937901,283.3,259
2790,938175,269.15,274
2791,938442,292.61,267
2792,938735,281.68,293
2793,939735,166.18,1000
2794,939981,278.25,246
2795,940164,90.69,183
2796,940453,279.1,289
2797,940713,251.36,260
2798,940998,307.48,285
2799,941217,275.33,219
2800,941494,308.13,277
2801,941748,290.77,254
2802,942047,259.03,299
2803,942286,302.29,239
2804,942522,262.64,236
2805,942776,274.72,254
2806,943050,305.79,274
2807,943322,287.47,272
2808,943564,260.97,242
2809,943834,257.33,270
2810,944096,256.33,262
2811,944396,309.37,300
2812,944655,306.09,259
2813,944900,237.78,245
2814,945138,240.74,238
2815,945393,247.68,255
2816,945572,82.55,179
2817,945811,256.28,239
2818,946080,260.0,269
2819,946325,296.3,245
2820,946598,257.44,273
2821,946848,250.09,250
2822,947098,278.97,250
2823,947360,261.87,262
2824,947598,282.98,238
2825,947865,253.09,267
2826,948094,269.02,229
2827,948348,299.97,254
2828,948577,279.48,229
2829,948829,238.16,252
2830,949044,236.6,215
2831,949285,296.87,241
2832,949527,299.04,242
2833,949760,259.2,233
2834,950019,284.32,259
2835,950290,306.66,271
2836,950519,278.77,229
2837,950789,288.88,270
2838,951043,247.86,254
2839,951296,247.89,253
2840,951523,289.02,227
2841,951808,289.99,285
2842,952051,247.44,243
2843,952291,242.75,240
2844,952539,229.63,248
2845,952779,246.23,240
2846,953051,274.1,272
2847,953316,255.73,265
2848,953566,295.16,250
2849,953843,295.96,277
2850,954107,293.34,264
2851,954369,274.64,262
2852,954620,293.58,251
2853,954829,58.48,209
2854,955093,245.33,264
2855,955341,273.53,248
2856,955597,267.42,256
2857,955878,276.85,281
2858,956116,247.9,238
2859,956336,264.52,220
2860,956612,284.84,276
2861,956896,313.76,284
2862,957140,282.3,244
2863,957389,316.46,249
2864,957672,289.84,283
2865,957926,292.1,254
2866,958201,276.17,275
2867,958398,53.92,197
2868,958648,280.26,250
2869,958889,269.89,241
2870,959143,271.98,254
2871,959388,244.53,245
2872,959627,241.6,239
2873,959907,307.81,280
2874,960134,257.6,227
2875,960364,280.61,230
2876,960618,295.97,254
2877,960905,296.79,287
2878,961164,254.15,259
2879,961406,302.1,242
2880,961678,266.96,272
2881,961938,294.26,260
2882,962187,290.02,249
2883,962433,305.33,246
2884,962682,282.56,249
2885,962941,279.57,259
2886,963194,273.63,253
2887,963455,314.04,261
2888,963712,279.39,257
2889,963952,292.77,240
2890,964216,284.33,264
2891,964457,248.11,241
2892,964686,234.06,229
2893,964950,290.86,264
2894,965180,259.19,230
2895,965422,288.96,242
2896,965701,272.43,279
2897,965993,274.23,292
2898,966303,298.04,310
2899,966541,290.64,238
2900,966785,274.53,244
2901,967027,242.21,242
2902,967307,284.79,280
2903,967475,32.81,168
2904,967714,280.16,239
2905,967968,251.29,254
2906,968206,277.04,238
2907,968451,273.56,245
2908,968717,288.89,266
2909,968940,254.34,223
2910,969220,264.27,280
2911,969478,303.78,258
2912,969763,286.27,285
2913,970015,283.68,252
2914,970261,279.75,246
2915,970492,296.54,231
2916,970744,256.86,252
2917,971029,297.67,285
2918,971267,247.87,238
2919,971494,280.23,227
2920,971717,257.46,223
2921,971975,309.48,258
2922,972266,275.65,291
2923,972474,53.4,208
2924,972724,286.19,250
2925,972905,50.86,181
2926,973153,261.11,248
2927,973394,233.24,241
2928,973696,310.22,302
2929,973922,284.01,226
2930,974186,293.88,264
2931,974420,266.18,234
2932,974712,279.28,292
2933,974966,278.98,254
2934,975223,253.57,257
2935,975474,296.12,251
2936,975712,295.2,238
2937,975950,277.96,238
2938,976133,72.58,183
2939,976386,275.95,253
2940,976610,285.13,224
2941,976866,267.92,256
2942,977131,300.17,265
2943,977376,273.7,245
2944,977667,292.0,291
2945,977908,235.97,241
2946,978184,268.19,276
2947,978419,263.7,235
2948,978663,265.48,244
2949,978904,261.29,241
2950,979195,296.97,291
2951,979455,284.07,260
2952,979702,304.97,247
2953,979956,257.55,254
2954,980208,274.52,252
2955,980424,288.32,216
2956,980668,277.5,244
2957,980901,303.8,233
2958,981162,262.22,261
2959,981381,278.93,219
2960,981631,298.57,250
2961,981867,269.55,236
2962,982094,282.52,227
2963,982375,263.0,281
2964,982607,278.32,232
2965,982849,270.28,242
2966,983154,302.68,305
2967,983403,275.28,249
2968,983646,238.86,243
2969,983901,247.25,255
2970,984128,286.08,227
2971,984372,296.01,244
2972,984640,269.8,268
2973,984890,238.17,250
2974,985125,274.69,235
2975,985400,305.8,275
2976,985648,268.35,248
2977,986010,258.01,362
2978,986241,231.79,231
2979,986463,268.21,222
2980,986720,265.91,257
2981,986935,283.18,215
2982,987208,280.22,273
2983,987458,255.73,250
2984,987724,295.98,266
2985,987979,256.93,255
2986,988154,77.0,175
2987,988412,302.77,258
2988,988624,48.64,212
2989,989624,165.65,1000
2990,989873,293.89,249
2991,990134,288.25,261
2992,990397,277.67,263
2993,990656,312.79,259
2994,990862,24.33,206
2995,991089,272.23,227
2996,991296,79.57,207
2997,991575,301.89,279
2998,991949,248.68,374
2999,992177,296.23,228
3000,992381,263.62,204
3001,992556,66.68,175
3002,992785,263.51,229
3003,992973,81.29,188
3004,993223,263.93,250
3005,993466,280.33,243
3006,993733,270.8,267
3007,993974,274.99,241
3008,994214,243.32,240
3009,994482,289.88,268
3010,994723,288.29,241
3011,994965,261.3,242
3012,995194,289.42,229
3013,995407,280.23,213
3014,995644,254.77,237
3015,995912,264.56,268
3016,996170,278.92,258
3017,996459,281.72,289
3018,996692,294.97,233
3019,996927,274.43,235
3020,997153,273.72,226
3021,997391,274.71,238
3022,997623,286.81,232
3023,997849,283.24,226
3024,998054,288.98,205
3025,998283,236.23,229
3026,998471,59.84,188
3027,998677,284.51,206
3028,998898,266.17,221
3029,999142,272.41,244
3030,999339,35.93,197
3031,999609,290.06,270
3032,999847,286.02,238
